timestep,demand_kw,effective_demand_kw,battery_soc,battery_charged_kw,curtailed_energy_kw,import_price_eur_kwh,solar_declared_kw,solar_price_eur_kwh,solar_allocated_kw,solar_delivered_kw,solar_shortfall_kw,solar_cost_eur,wind_declared_kw,wind_price_eur_kwh,wind_allocated_kw,wind_delivered_kw,wind_shortfall_kw,wind_cost_eur,grid_purchased_kw,grid_cost_eur,total_cost_eur,renewable_coverage_pct,strategy_as,strategy_ae
369,85.3907,85.3907,0.05,0.0,0.0,0.20511,0.1078,0.174343,0.1078,0.1078,0.0,0.018794,29.1026,0.174343,29.1026,29.1026,0.0,5.073835,56.1803,11.523146,16.615774,34.21,honest,honest
370,104.147,104.147,0.05,0.0,0.0,0.23985,0.4018,0.203873,0.4018,0.4018,0.0,0.081916,46.6548,0.203873,46.6548,46.6548,0.0,9.511654,57.0904,13.693129,23.2867,45.18,honest,honest
371,106.0685,106.0685,0.05,0.0,0.0,0.22198,237.3688,0.188683,106.0685,106.0685,0.0,20.013323,38.2138,0.188683,0.0,0.0,0.0,0.0,0.0,0.0,20.013323,100.0,honest,honest
372,104.2691,104.2691,0.05,0.0,0.0,0.22403,372.7638,0.190425,104.2691,104.2691,0.0,19.855443,30.6601,0.190425,0.0,0.0,0.0,0.0,0.0,4e-06,19.855447,100.0,honest,honest
373,85.4637,85.4637,0.05,0.0,0.0,0.227,292.4605,0.19295,85.4637,85.4637,0.0,16.490221,24.5179,0.19295,0.0,0.0,0.0,0.0,0.0,0.0,16.490221,100.0,honest,honest
374,85.4616,85.4616,0.05,0.0,0.0,0.15566,217.9439,0.132311,85.4616,85.4616,0.0,11.30751,13.8409,0.132311,0.0,0.0,0.0,0.0,0.0,1e-06,11.307511,100.0,honest,honest
375,85.4294,85.4294,0.05,0.0,0.0,0.16131,41.9281,0.137113,41.9281,41.9281,0.0,5.748888,16.5178,0.137113,16.5178,16.5178,0.0,2.264805,26.9835,4.352703,12.366396,68.41,honest,honest
376,106.6598,106.6598,0.05,0.0,0.0,0.16198,3.2901,0.137683,3.2901,3.2901,0.0,0.452991,18.725,0.137683,18.725,18.725,0.0,2.578114,84.6447,13.710755,16.74186,20.64,honest,honest
377,114.6091,114.6091,0.05,0.0,0.0,0.19385,0.3042,0.164772,0.3042,0.3042,0.0,0.050124,19.174,0.164772,19.174,19.174,0.0,3.159338,95.1309,18.441127,21.650588,17.0,honest,honest
378,114.6221,114.6221,0.05,0.0,0.0,0.30512,0.0,0.259352,0.0,0.0,0.0,0.0,17.3788,0.259352,17.3788,17.3788,0.0,4.507227,97.2433,29.670863,34.178089,15.16,honest,honest
379,96.2321,96.2321,0.05,0.0,0.0,0.30017,0.0,0.255144,0.0,0.0,0.0,0.0,26.7678,0.255144,26.7678,26.7678,0.0,6.829644,69.4643,20.851111,27.680754,27.82,honest,honest
380,96.1846,96.1846,0.05,0.0,0.0,0.27631,1.1149,0.234864,1.1149,1.1149,0.0,0.26185,38.3302,0.234864,38.3302,38.3302,0.0,9.002384,56.7395,15.677704,24.941938,41.01,honest,honest
381,96.0081,96.0081,0.05,0.0,0.0,0.26356,0.0456,0.224026,0.0456,0.0456,0.0,0.010216,26.7603,0.224026,26.7603,26.7603,0.0,5.995003,69.2022,18.23892,24.244139,27.92,honest,honest
382,95.7302,95.7302,0.05,0.0,0.0,0.18422,0.01,0.156587,0.01,0.01,0.0,0.001566,31.8232,0.156587,31.8232,31.8232,0.0,4.983099,63.897,11.771103,16.755768,33.25,honest,honest
383,97.7503,97.7503,0.05,0.0,0.0,0.17157,0.0,0.145835,0.0,0.0,0.0,0.0,27.0031,0.145835,27.0031,27.0031,0.0,3.937997,70.7472,12.138089,16.076086,27.62,honest,honest
384,55.8541,55.8541,0.05,0.0,0.0,0.14827,0.0,0.12603,0.0,0.0,0.0,0.0,26.5976,0.12603,26.5976,26.5976,0.0,3.352096,29.2565,4.337864,7.689959,47.62,honest,honest
385,36.6216,36.6216,0.05,0.0,0.0,0.14583,0.0,0.138538,0.0,0.0,0.0,0.0,33.326,0.123955,33.326,33.326,0.0,4.130924,3.2956,0.480603,4.611527,91.0,honest,honest
386,36.6809,36.6809,0.05,0.0,0.0,0.14314,0.0,0.114512,0.0,0.0,0.0,0.0,24.7191,0.121669,24.7191,24.7191,0.0,3.007548,11.9618,1.712217,4.719765,67.39,honest,honest
387,36.7162,36.7162,0.05,0.0,0.0,0.13978,0.0,0.118813,0.0,0.0,0.0,0.0,21.4747,0.118813,21.4747,21.4747,0.0,2.551474,15.2415,2.130463,4.681937,58.49,honest,honest
388,38.3826,38.3826,0.05,0.0,0.0,0.13984,0.0,0.132848,0.0,0.0,0.0,0.0,31.7865,0.118864,31.7865,31.7865,0.0,3.778271,6.5961,0.922395,4.700666,82.81,honest,honest
389,57.431,57.431,0.05,0.0,0.0,0.14254,0.0,0.121159,0.0,0.0,0.0,0.0,22.6179,0.121159,22.6179,22.6179,0.0,2.740362,34.8131,4.962266,7.702628,39.38,honest,honest
390,96.6365,96.6365,0.05,0.0,0.0,0.16109,0.0,0.136927,0.0,0.0,0.0,0.0,19.89,0.136927,19.89,19.89,0.0,2.723478,76.7465,12.363093,15.086571,20.58,honest,honest
391,112.1046,112.1046,0.05,0.0,0.0,0.17535,0.0,0.149047,0.0,0.0,0.0,0.0,22.4865,0.149047,22.4865,22.4865,0.0,3.351545,89.6181,15.714537,19.066082,20.06,honest,honest
392,104.1653,104.1653,0.05,0.0,0.0,0.25766,0.1211,0.219011,0.1211,0.1211,0.0,0.026522,24.8634,0.219011,24.8634,24.8634,0.0,5.445358,79.1808,20.401725,25.873605,23.99,honest,honest
393,85.4402,85.4402,0.05,0.0,0.0,0.2039,0.0,0.173315,0.0,0.0,0.0,0.0,28.0319,0.173315,28.0319,28.0319,0.0,4.858349,57.4083,11.705551,16.563899,32.81,honest,honest
394,104.1815,104.1815,0.05,0.0,0.0,0.23839,1.2658,0.202631,1.2658,1.2658,0.0,0.25649,30.2684,0.202631,30.2684,30.2684,0.0,6.133316,72.6473,17.318385,23.708192,30.27,honest,honest
395,106.0938,106.0938,0.05,0.0,0.0,0.2225,446.0128,0.189125,106.0938,106.0938,0.0,20.06499,33.2749,0.189125,0.0,0.0,0.0,0.0,0.0,0.0,20.06499,100.0,honest,honest
396,104.298,104.298,0.05,0.0,0.0,0.2232,623.8651,0.18972,104.298,104.298,0.0,19.787417,35.0809,0.18972,0.0,0.0,0.0,0.0,0.0,0.0,19.787417,100.0,honest,honest
397,85.4891,85.489,0.05,0.0,0.0,0.21251,727.9305,0.180634,85.489,85.489,0.0,15.44222,41.3178,0.180634,0.0,0.0,0.0,0.0,0.0,9e-06,15.442229,100.0,honest,honest
398,85.4842,85.4842,0.05,0.0,0.0,0.1441,556.5692,0.122485,85.4842,85.4842,0.0,10.470532,40.1766,0.122485,0.0,0.0,0.0,0.0,0.0,2e-06,10.470534,100.0,honest,honest
399,85.4292,85.4292,0.05,0.0,0.0,0.15569,432.7878,0.132336,85.4292,85.4292,0.0,11.305359,39.1181,0.132336,0.0,0.0,0.0,0.0,0.0,0.0,11.305359,100.0,honest,honest
400,106.647,106.647,0.05,0.0,0.0,0.15954,68.7265,0.135609,68.7265,68.7265,0.0,9.319932,46.794,0.135609,37.9205,37.9205,0.0,5.142361,0.0,0.0,14.462293,100.0,honest,honest
401,114.6048,114.6048,0.05,0.0,0.0,0.1906,0.8805,0.16201,0.8805,0.8805,0.0,0.14265,49.1045,0.16201,49.1045,49.1045,0.0,7.95542,64.6198,12.316528,20.414597,43.62,honest,honest
402,114.6189,114.6189,0.05,0.0,0.0,0.29478,0.0828,0.250563,0.0828,0.0828,0.0,0.020747,59.8956,0.250563,59.8956,59.8956,0.0,15.007621,54.6405,16.106936,31.135304,52.33,honest,honest
403,95.8641,95.8641,0.05,0.0,0.0,0.29371,2.0456,0.249654,2.0456,2.0456,0.0,0.510692,59.4145,0.249654,59.4145,59.4145,0.0,14.833068,34.404,10.10481,25.44857,64.11,honest,honest
404,95.8328,95.8328,0.05,0.0,0.0,0.27398,2.2928,0.232883,2.2928,2.2928,0.0,0.533954,60.1234,0.232883,60.1234,60.1234,0.0,14.001718,33.4166,9.155474,23.691146,65.13,honest,honest
405,95.7293,95.7293,0.05,0.0,0.0,0.26913,0.33,0.22876,0.33,0.33,0.0,0.075491,63.021,0.22876,63.021,63.021,0.0,14.416684,32.3783,8.713969,23.206144,66.18,honest,honest
406,95.711,95.711,0.05,0.0,0.0,0.18863,0.1987,0.160335,0.1987,0.1987,0.0,0.031859,60.7739,0.160335,60.7739,60.7739,0.0,9.744183,34.7384,6.552706,16.328748,63.7,honest,honest
407,97.7315,97.7315,0.05,0.0,0.0,0.18664,0.0,0.158644,0.0,0.0,0.0,0.0,58.3373,0.158644,58.3373,58.3373,0.0,9.254863,39.3942,7.352529,16.607392,59.69,honest,honest
408,55.8274,55.8274,0.05,0.0,0.0,0.16101,0.0,0.136858,0.0,0.0,0.0,0.0,63.4413,0.136858,55.8274,55.8274,0.0,7.640426,0.0,5e-06,7.640431,100.0,honest,honest
409,36.5623,36.5623,0.05,0.0,0.0,0.15763,0.0,0.126104,0.0,0.0,0.0,0.0,45.887,0.133985,36.5623,36.5623,0.0,4.8988,0.0,0.0,4.8988,100.0,honest,honest
410,36.6031,36.6031,0.05,0.0,0.0,0.16022,0.0,0.136187,0.0,0.0,0.0,0.0,46.1666,0.136187,36.6031,36.6031,0.0,4.984866,0.0,0.0,4.984866,100.0,honest,honest
411,36.626,36.626,0.05,0.0,0.0,0.15237,0.0,0.144752,0.0,0.0,0.0,0.0,43.5596,0.129515,36.626,36.626,0.0,4.743616,0.0,0.0,4.743616,100.0,honest,honest
412,36.9961,36.9961,0.05,0.0,0.0,0.14428,0.0,0.115424,0.0,0.0,0.0,0.0,40.8823,0.122638,36.9961,36.9961,0.0,4.537128,0.0,0.0,4.537128,100.0,honest,honest
413,56.0878,56.0878,0.05,0.0,0.0,0.14773,0.0,0.125571,0.0,0.0,0.0,0.0,41.3479,0.125571,41.3479,41.3479,0.0,5.192097,14.7399,2.177529,7.369626,73.72,honest,honest
414,95.9919,95.9919,0.05,0.0,0.0,0.14657,0.3403,0.124585,0.3403,0.3403,0.0,0.042396,41.295,0.124585,41.295,41.295,0.0,5.144738,54.3566,7.967045,13.154179,43.37,honest,honest
415,112.0167,112.0167,0.05,0.0,0.0,0.15907,0.0,0.135209,0.0,0.0,0.0,0.0,33.76,0.135209,33.76,33.76,0.0,4.564656,78.2567,12.448288,17.012944,30.14,honest,honest
416,104.0892,104.0892,0.05,0.0,0.0,0.17047,0.0,0.1449,0.0,0.0,0.0,0.0,30.019,0.1449,30.019,30.019,0.0,4.349753,74.0702,12.626744,16.976497,28.84,honest,honest
417,85.3693,85.3693,0.05,0.0,0.0,0.16877,0.09,0.143455,0.09,0.09,0.0,0.012911,22.9224,0.143455,22.9224,22.9224,0.0,3.288333,62.3569,10.523981,13.825224,26.96,honest,honest
418,104.0934,104.0934,0.05,0.0,0.0,0.15297,2.4742,0.130024,2.4742,2.4742,0.0,0.321705,14.9625,0.130024,14.9625,14.9625,0.0,1.945484,86.6567,13.25587,15.523059,16.75,honest,honest
419,106.0231,106.0231,0.05,0.0,0.0,0.12795,16.657,0.108758,16.657,16.657,0.0,1.811582,10.3741,0.108758,10.3741,10.3741,0.0,1.128266,78.992,10.107022,13.04687,25.5,honest,honest
420,104.2177,104.2177,0.05,0.0,0.0,0.1304,32.3736,0.11084,32.3736,32.3736,0.0,3.58829,6.825,0.11084,6.825,6.825,0.0,0.756483,65.0191,8.478486,12.823259,37.61,honest,honest
421,85.4096,85.4096,0.05,0.0,0.0,0.13017,196.1118,0.110645,85.4096,85.4096,0.0,9.450145,7.7755,0.110645,0.0,0.0,0.0,0.0,0.0,3e-06,9.450148,100.0,honest,honest
422,85.4119,85.4119,0.05,0.0,0.0,0.13093,210.6692,0.11129,85.4119,85.4119,0.0,9.50549,6.8494,0.11129,0.0,0.0,0.0,0.0,0.0,3e-06,9.505494,100.0,honest,honest
423,85.3816,85.3816,0.05,0.0,0.0,0.13429,139.4621,0.114146,85.3816,85.3816,0.0,9.745968,14.526,0.114146,0.0,0.0,0.0,0.0,0.0,2e-06,9.74597,100.0,honest,honest
424,106.5919,106.5919,0.05,0.0,0.0,0.14303,7.9998,0.121575,7.9998,7.9998,0.0,0.972576,7.3517,0.121575,7.3517,7.3517,0.0,0.893783,91.2404,13.050113,14.916471,14.4,honest,honest
425,114.5516,114.5516,0.05,0.0,0.0,0.17045,0.5775,0.144882,0.5775,0.5775,0.0,0.083669,7.4055,0.144882,7.4055,7.4055,0.0,1.072924,106.5686,18.164619,19.321212,6.97,honest,honest
426,114.5681,114.5681,0.05,0.0,0.0,0.19379,2.1185,0.164721,2.1185,2.1185,0.0,0.348961,7.1191,0.164721,7.1191,7.1191,0.0,1.172665,105.3305,20.412003,21.933629,8.06,honest,honest
427,96.1771,96.1771,0.05,0.0,0.0,0.19396,0.2397,0.164866,0.2397,0.2397,0.0,0.039518,9.459,0.164866,9.459,9.459,0.0,1.559467,86.4784,16.77336,18.372346,10.08,honest,honest
428,96.1313,96.1313,0.05,0.0,0.0,0.18,0.2397,0.153,0.2397,0.2397,0.0,0.036674,22.5885,0.153,22.5885,22.5885,0.0,3.45604,73.3031,13.19456,16.687275,23.75,honest,honest
429,95.9583,95.9583,0.05,0.0,0.0,0.17532,0.0,0.149022,0.0,0.0,0.0,0.0,10.4593,0.149022,10.4593,10.4593,0.0,1.558666,85.499,14.989688,16.548354,10.9,honest,honest
430,95.6865,95.6865,0.05,0.0,0.0,0.17392,0.0073,0.147832,0.0073,0.0073,0.0,0.001079,22.6601,0.147832,22.6601,22.6601,0.0,3.349888,73.0191,12.699482,16.050449,23.69,honest,honest
431,97.7124,97.7124,0.05,0.0,0.0,0.16962,0.0,0.144177,0.0,0.0,0.0,0.0,17.1133,0.144177,17.1133,17.1133,0.0,2.467344,80.5991,13.671215,16.138559,17.51,honest,honest
432,55.8074,55.8074,0.05,0.0,0.0,0.16408,0.0,0.139468,0.0,0.0,0.0,0.0,9.6746,0.139468,9.6746,9.6746,0.0,1.349297,46.1328,7.569465,8.918762,17.34,honest,honest
433,36.519,36.519,0.05,0.0,0.0,0.15797,0.0,0.134274,0.0,0.0,0.0,0.0,8.1167,0.134274,8.1167,8.1167,0.0,1.089862,28.4023,4.486712,5.576574,22.23,honest,honest
434,36.5544,36.5544,0.05,0.0,0.0,0.15737,0.0,0.149502,0.0,0.0,0.0,0.0,10.7345,0.133765,10.7345,10.7345,0.0,1.4359,25.8199,4.063283,5.499183,29.37,honest,honest
435,36.5857,36.5857,0.05,0.0,0.0,0.15631,0.0,0.125048,0.0,0.0,0.0,0.0,12.4163,0.132863,12.4163,12.4163,0.0,1.649667,24.1694,3.777925,5.427592,33.94,honest,honest
436,36.9625,36.9625,0.05,0.0,0.0,0.15547,0.0,0.13215,0.0,0.0,0.0,0.0,12.507,0.13215,12.507,12.507,0.0,1.6528,24.4555,3.802093,5.454893,33.84,honest,honest
437,56.0698,56.0698,0.05,0.0,0.0,0.15488,0.0,0.131648,0.0,0.0,0.0,0.0,13.5509,0.131648,13.5509,13.5509,0.0,1.783949,42.5189,6.58532,8.369268,24.17,honest,honest
438,95.9844,95.9844,0.05,0.0,0.0,0.15568,0.0,0.132328,0.0,0.0,0.0,0.0,20.855,0.132328,20.855,20.855,0.0,2.7597,75.1294,11.696138,14.455838,21.73,honest,honest
439,112.0115,112.0115,0.05,0.0,0.0,0.15604,0.0,0.132634,0.0,0.0,0.0,0.0,14.528,0.132634,14.528,14.528,0.0,1.926907,97.4835,15.211323,17.138229,12.97,honest,honest
440,104.0853,104.0853,0.05,0.0,0.0,0.15257,0.4928,0.129685,0.4928,0.4928,0.0,0.063909,21.7068,0.129685,21.7068,21.7068,0.0,2.815046,81.8857,12.493297,15.372252,21.33,honest,honest
441,85.3656,85.3656,0.05,0.0,0.0,0.15897,0.355,0.135125,0.355,0.355,0.0,0.047969,35.6545,0.135125,35.6545,35.6545,0.0,4.817814,49.3561,7.846146,12.71193,42.18,honest,honest
442,104.0915,104.0915,0.05,0.0,0.0,0.12781,1.5804,0.108638,1.5804,1.5804,0.0,0.171691,17.1838,0.108638,17.1838,17.1838,0.0,1.866814,85.3273,10.905686,12.944191,18.03,honest,honest
443,106.0198,106.0198,0.05,0.0,0.0,0.12672,188.5475,0.107712,106.0198,106.0198,0.0,11.419605,21.2898,0.107712,0.0,0.0,0.0,0.0,0.0,0.0,11.419605,100.0,honest,honest
444,104.2136,104.2136,0.05,0.0,0.0,0.12212,536.6648,0.103802,104.2136,104.2136,0.0,10.81758,18.5964,0.103802,0.0,0.0,0.0,0.0,0.0,0.0,10.81758,100.0,honest,honest
445,85.4069,85.4068,0.05,0.0,0.0,0.12648,546.4794,0.107508,85.4068,85.4068,0.0,9.181914,14.8214,0.107508,0.0,0.0,0.0,0.0,0.0,5e-06,9.181919,100.0,honest,honest
446,85.4122,85.4122,0.05,0.0,0.0,0.1262,208.6175,0.10727,85.4122,85.4122,0.0,9.162167,13.861,0.10727,0.0,0.0,0.0,0.0,0.0,0.0,9.162167,100.0,honest,honest
447,85.3833,85.3833,0.05,0.0,0.0,0.13054,88.027,0.110959,85.3833,85.3833,0.0,9.474046,12.5032,0.110959,0.0,0.0,0.0,0.0,0.0,0.0,9.474046,100.0,honest,honest
448,106.5975,106.5974,0.05,0.0,0.0,0.1419,2.5656,0.120615,2.5656,2.5656,0.0,0.30945,10.4998,0.120615,10.4998,10.4998,0.0,1.266433,93.532,13.272197,14.84808,12.26,honest,honest
449,114.5564,114.5564,0.05,0.0,0.0,0.16833,1.4167,0.14308,1.4167,1.4167,0.0,0.202701,8.7561,0.14308,8.7561,8.7561,0.0,1.252823,104.3836,17.570884,19.026408,8.88,honest,honest
450,114.575,114.575,0.05,0.0,0.0,0.19025,0.0,0.161713,0.0,0.0,0.0,0.0,21.8325,0.161713,21.8325,21.8325,0.0,3.530599,92.7425,17.644266,21.174865,19.06,honest,honest
451,96.1839,96.1839,0.05,0.0,0.0,0.18632,4.2753,0.158372,4.2753,4.2753,0.0,0.677088,14.7253,0.158372,14.7253,14.7253,0.0,2.332075,77.1833,14.380796,17.389959,19.75,honest,honest
452,96.1393,96.1393,0.05,0.0,0.0,0.17958,5.1247,0.152643,5.1247,5.1247,0.0,0.78225,13.7078,0.152643,13.7078,13.7078,0.0,2.0924,77.3068,13.882763,16.757412,19.59,honest,honest
453,95.9677,95.9677,0.05,0.0,0.0,0.18133,0.2806,0.15413,0.2806,0.2806,0.0,0.043249,16.4051,0.15413,16.4051,16.4051,0.0,2.528518,79.282,14.376204,16.947971,17.39,honest,honest
454,95.6974,95.6974,0.05,0.0,0.0,0.16766,0.3732,0.142511,0.3732,0.3732,0.0,0.053185,16.3935,0.142511,16.3935,16.3935,0.0,2.336254,78.9307,13.233522,15.622961,17.52,honest,honest
455,97.723,97.723,0.05,0.0,0.0,0.15056,0.2422,0.127976,0.2422,0.2422,0.0,0.030996,18.9551,0.127976,18.9551,18.9551,0.0,2.425798,78.5257,11.822833,14.279627,19.64,honest,honest
456,55.8222,55.8222,0.05,0.0,0.0,0.14266,0.0083,0.121261,0.0083,0.0083,0.0,0.001006,28.0782,0.121261,28.0782,28.0782,0.0,3.404791,27.7357,3.956768,7.362565,50.31,honest,honest
457,36.5445,36.5445,0.05,0.0,0.0,0.14092,0.0,0.133874,0.0,0.0,0.0,0.0,23.683,0.119782,23.683,23.683,0.0,2.836797,12.8615,1.812447,4.649244,64.81,honest,honest
458,36.5855,36.5855,0.05,0.0,0.0,0.13962,0.0,0.111696,0.0,0.0,0.0,0.0,12.7338,0.118677,12.7338,12.7338,0.0,1.511209,23.8517,3.330179,4.841389,34.81,honest,honest
459,36.619,36.619,0.05,0.0,0.0,0.13763,0.0,0.116985,0.0,0.0,0.0,0.0,13.8475,0.116985,13.8475,13.8475,0.0,1.61995,22.7715,3.134036,4.753985,37.82,honest,honest
460,38.2876,38.2876,0.05,0.0,0.0,0.13822,0.0,0.131309,0.0,0.0,0.0,0.0,12.2318,0.117487,12.2318,12.2318,0.0,1.437077,26.0558,3.601426,5.038504,31.95,honest,honest
461,57.3791,57.3791,0.05,0.0,0.0,0.13791,0.0,0.117223,0.0,0.0,0.0,0.0,26.0914,0.117223,26.0914,26.0914,0.0,3.058512,31.2877,4.314888,7.3734,45.47,honest,honest
462,96.5727,96.5727,0.05,0.0,0.0,0.16153,0.4585,0.1373,0.4585,0.4585,0.0,0.062952,24.2527,0.1373,24.2527,24.2527,0.0,3.329896,71.8615,11.607795,15.000642,25.59,honest,honest
463,112.0283,112.0283,0.05,0.0,0.0,0.17423,1.0344,0.148095,1.0344,1.0344,0.0,0.153189,20.8377,0.148095,20.8377,20.8377,0.0,3.085959,90.1562,15.707923,18.947072,19.52,honest,honest
464,104.0988,104.0988,0.05,0.0,0.0,0.20038,4.2507,0.170323,4.2507,4.2507,0.0,0.723992,29.8189,0.170323,29.8189,29.8189,0.0,5.078845,70.0292,14.032443,19.83528,32.73,honest,honest
465,85.3831,85.3831,0.05,0.0,0.0,0.19994,8.3244,0.169949,8.3244,8.3244,0.0,1.414723,28.9892,0.169949,28.9892,28.9892,0.0,4.926686,48.0695,9.611012,15.952421,43.7,honest,honest
466,104.1118,104.1118,0.05,0.0,0.0,0.26348,3.9532,0.223958,3.9532,3.9532,0.0,0.885351,23.7704,0.223958,23.7704,23.7704,0.0,5.323571,76.3882,20.126753,26.335675,26.63,honest,honest
467,106.0444,106.0444,0.05,0.0,0.0,0.26861,208.3155,0.228319,106.0444,106.0444,0.0,24.211951,21.6013,0.228319,0.0,0.0,0.0,0.0,0.0,0.0,24.211951,100.0,honest,honest
468,104.2475,104.2474,0.05,0.0,0.0,0.26482,1219.7625,0.225097,104.2474,104.2474,0.0,23.465777,24.4454,0.225097,0.0,0.0,0.0,0.0,0.0,6e-06,23.465783,100.0,honest,honest
469,85.4314,85.4314,0.05,0.0,0.0,0.26273,1107.5491,0.223321,85.4314,85.4314,0.0,19.078626,21.4422,0.223321,0.0,0.0,0.0,0.0,0.0,1.2e-05,19.078638,100.0,honest,honest
470,85.4307,85.4307,0.05,0.0,0.0,0.19808,599.4546,0.168368,85.4307,85.4307,0.0,14.383796,33.7422,0.168368,0.0,0.0,0.0,0.0,0.0,0.0,14.383796,100.0,honest,honest
471,85.3992,85.3992,0.05,0.0,0.0,0.19987,375.6789,0.169889,85.3992,85.3992,0.0,14.508385,23.3854,0.169889,0.0,0.0,0.0,0.0,0.0,0.0,14.508385,100.0,honest,honest
472,106.6218,106.6218,0.05,0.0,0.0,0.19851,47.239,0.168733,47.239,47.239,0.0,7.970778,21.4055,0.168733,21.4055,21.4055,0.0,3.611814,37.9773,7.538865,19.121457,64.38,honest,honest
473,114.5779,114.5779,0.05,0.0,0.0,0.19769,0.0,0.168037,0.0,0.0,0.0,0.0,24.8702,0.168037,24.8702,24.8702,0.0,4.179114,89.7077,17.734325,21.913438,21.71,honest,honest
474,114.6029,114.6029,0.05,0.0,0.0,0.26691,0.0753,0.226873,0.0753,0.0753,0.0,0.017084,38.0389,0.226873,38.0389,38.0389,0.0,8.629999,76.4887,20.415605,29.062688,33.26,honest,honest
475,95.8504,95.8504,0.05,0.0,0.0,0.27185,4.9448,0.231072,4.9448,4.9448,0.0,1.142605,31.3437,0.231072,31.3437,31.3437,0.0,7.242651,59.5619,16.191899,24.577156,37.86,honest,honest
476,95.8287,95.8287,0.05,0.0,0.0,0.28033,0.1267,0.238281,0.1267,0.1267,0.0,0.03019,35.0749,0.238281,35.0749,35.0749,0.0,8.357682,60.6271,16.995591,25.383464,36.73,honest,honest
477,95.7306,95.7306,0.05,0.0,0.0,0.28675,0.2422,0.243737,0.2422,0.2422,0.0,0.059033,18.5244,0.243737,18.5244,18.5244,0.0,4.515082,76.964,22.069418,26.643533,19.6,honest,honest
478,95.7141,95.7141,0.05,0.0,0.0,0.20253,0.0425,0.17215,0.0425,0.0425,0.0,0.007316,15.5176,0.17215,15.5176,15.5176,0.0,2.671355,80.154,16.233599,18.91227,16.26,honest,honest
479,97.7387,97.7387,0.05,0.0,0.0,0.18695,0.0,0.158908,0.0,0.0,0.0,0.0,16.5816,0.158908,16.5816,16.5816,0.0,2.634949,81.1571,15.172324,17.807273,16.97,honest,honest
480,55.8409,55.8409,0.05,0.0,0.0,0.1618,0.0,0.13753,0.0,0.0,0.0,0.0,35.8807,0.13753,35.8807,35.8807,0.0,4.934673,19.9602,3.229558,8.164231,64.26,honest,honest
481,36.5895,36.5895,0.05,0.0,0.0,0.15653,0.0,0.125224,0.0,0.0,0.0,0.0,14.1345,0.13305,14.1345,14.1345,0.0,1.880595,22.455,3.514878,5.395473,38.63,honest,honest
482,36.6424,36.6424,0.05,0.0,0.0,0.15011,0.0,0.127593,0.0,0.0,0.0,0.0,22.285,0.127593,22.285,22.285,0.0,2.84341,14.3574,2.15519,4.9986,60.82,honest,honest
483,36.6776,36.6776,0.05,0.0,0.0,0.13937,0.0,0.132401,0.0,0.0,0.0,0.0,7.6444,0.118464,7.6444,7.6444,0.0,0.905586,29.0332,4.046355,4.951942,20.84,honest,honest
484,37.0578,37.0578,0.05,0.0,0.0,0.13761,0.0,0.110088,0.0,0.0,0.0,0.0,7.0582,0.116969,7.0582,7.0582,0.0,0.825591,29.9996,4.128245,4.953836,19.05,honest,honest
485,56.1386,56.1386,0.05,0.0,0.0,0.14558,0.0,0.123743,0.0,0.0,0.0,0.0,10.7929,0.123743,10.7929,10.7929,0.0,1.335546,45.3457,6.601427,7.936972,19.23,honest,honest
486,96.0346,96.0346,0.05,0.0,0.0,0.16282,0.0,0.138397,0.0,0.0,0.0,0.0,7.0316,0.138397,7.0316,7.0316,0.0,0.973152,89.003,14.491462,15.464614,7.32,honest,honest
487,112.058,112.058,0.05,0.0,0.0,0.16928,0.0,0.143888,0.0,0.0,0.0,0.0,11.3829,0.143888,11.3829,11.3829,0.0,1.637863,100.6751,17.04228,18.680142,10.16,honest,honest
488,104.1377,104.1377,0.05,0.0,0.0,0.20791,0.0,0.176724,0.0,0.0,0.0,0.0,9.0154,0.176724,9.0154,9.0154,0.0,1.593238,95.1223,19.776875,21.370113,8.66,honest,honest
489,85.436,85.436,0.05,0.0,0.0,0.20295,0.2431,0.172507,0.2431,0.2431,0.0,0.041936,9.0841,0.172507,9.0841,9.0841,0.0,1.567071,76.1088,15.446278,17.055285,10.92,honest,honest
490,104.1802,104.1802,0.05,0.0,0.0,0.25905,3.0866,0.220192,3.0866,3.0866,0.0,0.679645,9.8461,0.220192,9.8461,9.8461,0.0,2.168032,91.2475,23.637678,26.485355,12.41,honest,honest
491,106.0846,106.0846,0.05,0.0,0.0,0.25712,76.9518,0.218552,76.9518,76.9518,0.0,16.81797,12.5262,0.218552,12.5262,12.5262,0.0,2.737626,16.6066,4.269887,23.825483,84.35,honest,honest
492,104.2673,104.2673,0.05,0.0,0.0,0.25372,89.0766,0.215662,89.0766,89.0766,0.0,19.210438,11.9234,0.215662,11.9234,11.9234,0.0,2.571424,3.2673,0.828975,22.610837,96.87,honest,honest
493,85.4453,85.4453,0.05,0.0,0.0,0.25048,74.0351,0.212908,74.0351,74.0351,0.0,15.762665,10.4138,0.212908,10.4138,10.4138,0.0,2.217181,0.9964,0.249589,18.229436,98.83,honest,honest
494,85.4441,85.4441,0.05,0.0,0.0,0.17912,108.7797,0.152252,85.4441,85.4441,0.0,13.009035,9.8321,0.152252,0.0,0.0,0.0,0.0,0.0,2e-06,13.009037,100.0,honest,honest
